city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Rome,7.6,4.1,182,private,2,0,1,1,peak,0,0.71,10,1,1,1,1,0,3,148,private,61.56
Berlin,7.1,3.7,64,dorm,8,0,1,0,shoulder,0,0.66,21,1,1,1,1,0,2,156,shared,15.03
Berlin,0.5,2.7,57,private,2,1,1,0,low,0,0.53,22,1,0,0,0,0,4,181,private,42.16
Budapest,5.5,2.9,24,dorm,4,1,1,0,low,1,0.68,17,0,1,1,0,0,3,209,shared,17.31
Barcelona,5.5,2.7,79,dorm,10,1,1,1,peak,0,0.92,18,1,0,0,1,0,1,168,shared,24.22
Budapest,1.8,3.9,144,dorm,8,1,1,0,shoulder,0,0.76,10,1,0,1,1,0,4,227,shared,22.82
London,4.5,3.1,64,dorm,10,1,1,1,shoulder,1,0.65,21,1,1,1,1,0,2,120,private,21.75
Paris,2.9,4.0,285,private,1,1,1,0,peak,0,0.91,28,0,0,1,1,0,6,193,shared,107.78
Vienna,1.1,2.5,49,private,2,0,1,1,shoulder,0,0.56,9,0,0,1,0,0,3,185,shared,57.6
Amsterdam,5.9,3.8,120,dorm,4,1,1,0,peak,1,0.84,9,0,1,1,1,0,2,133,shared,46.13
London,6.8,4.3,269,dorm,10,1,1,0,peak,1,0.92,15,1,1,1,0,1,2,164,private,29.98
Prague,6.0,4.7,401,private,2,1,1,0,peak,1,0.88,15,0,0,0,0,0,6,129,shared,71.22
Brussels,3.3,4.8,412,private,2,1,1,1,peak,0,0.92,14,1,0,1,1,1,2,157,shared,85.98
Copenhagen,5.2,4.6,319,private,2,1,1,1,peak,1,0.97,6,1,0,1,1,0,5,194,shared,126.82
Oslo,6.7,2.6,37,private,1,0,1,0,shoulder,0,0.51,7,0,0,1,1,0,6,126,shared,76.61
Rome,6.8,2.8,54,dorm,6,0,1,0,shoulder,1,0.71,12,1,0,0,1,0,6,214,shared,22.72
London,4.3,4.4,94,dorm,12,1,1,1,low,0,0.54,29,1,0,1,0,0,2,197,shared,14.75
Paris,6.2,2.6,86,dorm,8,0,1,0,peak,1,0.73,19,0,0,0,0,1,3,216,shared,24.97
Milan,4.0,3.1,83,dorm,12,0,1,0,peak,1,0.94,0,1,1,0,0,1,4,156,shared,42.03
Athens,6.1,3.1,72,dorm,12,1,1,1,low,1,0.3,21,0,0,0,0,0,6,187,shared,10.0
Milan,7.4,3.5,31,private,2,0,1,1,low,1,0.66,4,0,0,1,1,0,4,122,shared,71.36
Oslo,3.9,2.7,42,dorm,10,0,1,1,low,1,0.47,12,0,0,1,0,1,6,159,private,24.0
Stockholm,4.4,4.4,154,dorm,10,0,1,1,low,1,0.42,26,0,1,1,1,0,2,185,private,20.34
Stockholm,2.8,3.3,94,private,2,1,1,1,shoulder,0,0.67,6,0,0,1,1,0,4,123,shared,89.72
Brussels,6.3,4.9,348,private,2,1,1,1,peak,0,0.82,22,1,1,0,1,0,1,196,private,74.64
Prague,5.0,2.7,64,private,1,0,1,0,shoulder,0,0.74,6,0,0,1,1,1,2,171,shared,52.67
Helsinki,0.8,4.8,277,dorm,12,1,1,0,shoulder,0,0.64,25,1,1,1,1,0,3,215,private,30.05
Dublin,6.1,3.9,112,dorm,10,1,1,1,peak,1,0.93,18,0,1,1,1,0,5,131,private,27.23
Oslo,5.9,2.9,13,private,1,1,1,1,low,0,0.58,29,1,0,0,1,0,5,118,shared,63.5
Dublin,6.7,4.4,155,dorm,8,1,1,1,shoulder,1,0.53,29,0,1,1,1,0,5,147,shared,24.21
Berlin,4.7,3.9,90,private,1,0,1,1,shoulder,1,0.74,23,0,0,1,0,0,5,139,shared,67.18
Athens,5.3,4.6,263,private,1,1,1,1,shoulder,0,0.62,18,0,0,1,0,0,4,151,shared,45.97
London,3.7,4.0,219,dorm,8,0,1,0,low,1,0.56,27,1,0,0,1,0,5,248,private,22.06
Paris,6.2,4.1,129,private,2,0,1,1,peak,1,0.86,5,0,1,1,1,1,6,120,private,93.64
Budapest,0.6,4.4,118,dorm,6,1,1,1,low,0,0.55,5,1,0,1,0,1,6,182,shared,21.75
Copenhagen,2.2,3.5,143,dorm,4,0,1,1,shoulder,1,0.62,8,0,1,1,0,1,3,140,shared,44.11
Copenhagen,6.4,2.9,52,private,1,1,1,0,low,0,0.43,13,0,0,0,1,0,5,105,shared,64.54
Budapest,3.2,2.6,80,dorm,10,1,1,0,low,1,0.39,9,0,1,1,1,1,4,161,private,16.71
Brussels,7.4,3.7,53,private,1,0,1,1,shoulder,1,0.53,28,0,1,1,0,0,5,123,shared,50.37
Warsaw,5.8,4.3,104,dorm,10,0,1,0,shoulder,0,0.63,6,1,0,0,0,0,3,162,private,14.33
Warsaw,4.3,2.9,89,dorm,4,0,1,1,low,1,0.69,28,0,1,1,0,0,1,213,private,18.67
Athens,1.3,3.0,95,private,1,1,1,1,peak,0,0.81,14,0,1,0,0,0,1,104,shared,78.77
Berlin,4.1,3.6,109,private,2,1,1,1,shoulder,0,0.76,30,0,0,1,0,0,5,102,shared,45.27
Budapest,7.6,3.4,66,private,1,1,1,1,shoulder,1,0.75,24,0,0,1,1,0,6,127,shared,39.69
Budapest,2.0,3.4,66,private,2,0,1,1,peak,1,0.76,1,0,0,1,1,0,3,126,shared,86.97
Barcelona,7.7,4.9,232,private,2,1,1,1,peak,0,0.84,27,1,0,1,1,1,4,125,shared,55.81
Prague,1.9,2.9,7,dorm,10,1,1,0,shoulder,1,0.69,23,0,0,1,0,0,6,121,private,17.96
Dublin,1.3,3.7,39,private,1,1,1,0,shoulder,1,0.53,25,0,0,1,0,0,3,111,shared,93.86
Madrid,3.0,3.0,21,dorm,8,0,1,0,peak,0,0.89,4,0,0,1,0,0,1,203,shared,26.54
Athens,1.5,5.0,467,dorm,8,1,1,1,peak,1,0.94,14,1,0,0,1,1,1,243,private,32.81
Copenhagen,3.4,3.2,100,dorm,4,1,1,1,low,1,0.3,16,0,0,1,1,1,1,128,private,33.94
Prague,7.5,4.1,279,dorm,10,0,1,0,peak,1,0.89,5,0,1,1,1,1,1,150,shared,26.09
Barcelona,4.0,2.8,18,dorm,6,1,1,1,low,1,0.5,27,1,0,1,0,0,5,206,private,17.26
Stockholm,4.2,3.1,6,dorm,8,0,1,0,shoulder,1,0.67,3,0,1,1,0,0,4,224,shared,36.74
Barcelona,7.1,4.7,191,private,1,1,1,0,peak,1,0.75,3,1,1,0,1,1,1,193,private,110.85
Prague,4.3,3.8,55,dorm,4,1,1,0,shoulder,0,0.55,24,0,0,0,1,0,3,193,shared,20.02
Dublin,3.9,3.8,141,private,1,1,1,0,low,1,0.45,1,0,1,1,1,0,3,106,private,88.34
Paris,1.6,3.4,94,dorm,6,0,1,1,shoulder,0,0.69,25,0,0,1,0,0,5,230,private,27.86
Athens,4.6,2.9,89,dorm,10,1,1,0,shoulder,0,0.65,12,0,0,1,1,0,3,158,private,18.9
Warsaw,4.4,4.5,404,dorm,10,1,1,1,shoulder,1,0.72,10,1,1,1,1,0,1,154,shared,25.96
Helsinki,1.5,2.5,50,dorm,8,0,1,0,low,0,0.41,30,1,0,0,1,0,1,122,shared,17.41
Athens,5.7,2.6,61,dorm,4,1,1,0,shoulder,0,0.67,17,0,0,0,1,0,3,128,private,20.27
Berlin,4.6,3.5,129,dorm,8,1,1,0,shoulder,1,0.61,3,1,1,1,0,1,4,138,shared,24.25
Copenhagen,1.1,2.8,8,private,2,0,1,0,low,1,0.62,12,1,1,1,0,0,2,118,private,75.31
Paris,7.8,4.7,404,dorm,8,1,1,1,peak,1,0.85,30,0,0,1,0,0,1,155,private,27.81
Milan,3.7,4.0,143,dorm,6,1,1,1,peak,1,0.97,21,1,0,1,1,0,5,241,private,45.64
Rome,1.3,2.6,39,dorm,8,0,1,1,low,0,0.68,6,1,1,0,0,0,4,205,shared,18.74
Athens,5.5,3.5,70,private,1,1,1,0,low,1,0.65,27,0,0,1,0,1,4,150,private,52.27
Prague,5.4,2.6,27,dorm,12,0,1,1,peak,1,0.74,12,0,0,0,1,1,6,155,private,21.71
Athens,4.1,4.0,191,private,1,0,1,0,peak,0,0.97,24,1,0,1,1,0,4,150,private,87.04
Budapest,6.7,2.9,22,private,1,0,1,1,low,1,0.32,2,1,0,0,1,1,4,119,private,43.33
Paris,6.1,3.5,41,private,1,1,1,1,shoulder,0,0.57,28,0,0,1,1,0,2,188,private,51.84
Brussels,4.4,4.4,182,private,1,1,1,0,peak,0,0.76,19,1,1,1,1,0,1,174,shared,103.69
Vienna,5.2,4.7,469,private,1,1,1,1,shoulder,0,0.7,7,1,1,1,1,0,5,138,private,88.02
Brussels,7.8,4.3,146,dorm,10,0,1,1,low,1,0.44,23,1,0,0,1,0,2,207,private,17.37
Budapest,7.3,2.8,99,dorm,8,1,1,0,shoulder,1,0.63,12,1,0,1,1,1,5,217,shared,19.43
Helsinki,3.9,4.2,123,private,1,1,1,0,shoulder,1,0.68,17,1,1,0,1,0,5,169,private,111.74
Copenhagen,7.5,3.2,42,dorm,8,1,1,0,peak,0,0.8,23,0,0,0,0,0,5,164,shared,25.85
Copenhagen,6.0,4.7,481,private,1,1,1,1,peak,0,0.81,8,0,1,0,1,0,4,186,shared,110.87
Barcelona,0.8,4.5,239,private,1,0,1,1,peak,1,0.85,20,0,1,0,0,1,4,155,private,111.8
Budapest,3.8,3.9,54,dorm,8,1,1,0,shoulder,0,0.61,1,1,0,1,1,1,6,224,private,22.37
Amsterdam,4.7,2.8,16,dorm,6,1,1,0,peak,1,0.71,13,0,0,0,0,0,2,200,shared,30.7
Budapest,1.7,4.3,109,private,1,1,1,0,peak,1,0.76,22,1,0,1,1,0,3,164,shared,82.99
Prague,1.2,2.8,81,dorm,10,0,1,0,peak,1,0.94,3,0,1,0,1,0,1,228,private,30.57
Budapest,1.8,3.9,34,dorm,4,1,1,1,low,1,0.6,14,1,1,1,1,0,1,134,shared,23.77
Paris,2.8,2.8,87,private,2,1,1,1,peak,0,0.75,19,0,0,0,0,1,6,133,shared,80.43
Athens,7.4,3.7,36,private,1,1,1,1,shoulder,1,0.71,27,1,0,1,0,0,1,190,shared,56.85
Berlin,4.6,3.6,139,private,2,0,1,0,peak,1,0.88,8,0,1,1,0,1,3,167,shared,88.9
Barcelona,0.2,3.5,98,dorm,6,0,1,1,low,1,0.5,5,1,0,0,0,1,5,143,private,33.55
Copenhagen,7.7,3.5,127,dorm,6,0,1,1,shoulder,0,0.78,20,1,0,1,1,0,2,179,private,25.86
Copenhagen,0.2,3.6,56,dorm,8,0,1,0,shoulder,1,0.77,21,0,0,1,1,0,1,146,private,31.17
Warsaw,6.4,3.0,81,private,2,0,1,0,peak,1,0.98,20,0,1,0,1,0,2,169,shared,50.16
Madrid,1.3,4.7,430,private,1,1,1,0,low,1,0.35,9,0,1,0,1,0,1,152,shared,66.07
Helsinki,7.7,4.7,228,dorm,12,1,1,0,peak,0,0.97,5,1,1,1,1,0,5,247,shared,31.49
London,1.6,4.2,183,dorm,10,0,1,1,low,0,0.39,12,0,1,0,1,0,5,145,private,18.73
Budapest,1.2,4.3,152,private,2,1,1,0,peak,1,0.7,28,0,1,0,1,1,3,131,shared,61.2
Lisbon,2.0,2.7,94,dorm,4,0,1,1,peak,1,0.9,7,1,0,0,0,0,5,133,private,35.36
Athens,8.0,3.5,123,private,1,0,1,1,low,1,0.54,24,1,0,0,1,0,6,113,private,42.22
Warsaw,5.3,4.4,80,private,1,1,1,0,peak,0,0.9,19,1,1,1,1,0,6,128,shared,83.03
Warsaw,4.8,3.4,39,private,1,0,1,0,shoulder,0,0.79,3,1,0,0,0,1,6,199,shared,51.06
Warsaw,3.9,4.3,130,private,1,0,1,1,peak,1,0.94,4,1,1,1,1,0,5,147,shared,118.91
Amsterdam,5.5,5.0,292,private,2,1,1,1,peak,0,0.9,6,1,1,1,0,1,2,171,shared,96.64
Amsterdam,7.0,3.0,69,dorm,4,1,1,0,peak,1,0.75,30,1,0,1,1,0,4,143,shared,30.99
Lisbon,1.4,4.4,263,dorm,4,1,1,1,peak,0,0.8,22,0,0,1,1,0,6,241,shared,31.26
Helsinki,7.5,4.7,412,dorm,10,1,1,1,shoulder,0,0.53,1,1,1,1,1,0,3,195,shared,25.58
Barcelona,3.6,3.7,41,private,1,0,1,0,low,0,0.51,27,1,0,1,0,1,2,164,private,54.02
Prague,5.2,4.4,193,dorm,6,1,1,1,peak,1,0.94,12,0,0,1,1,0,1,229,private,29.83
Copenhagen,1.7,2.5,17,private,2,0,1,0,low,0,0.32,25,0,0,0,0,0,2,142,private,50.75
Vienna,4.2,3.5,85,private,2,0,1,0,low,0,0.58,13,1,0,1,1,0,3,116,private,49.56
Amsterdam,2.3,3.1,86,dorm,4,0,1,0,low,0,0.39,10,1,0,1,1,0,4,243,shared,30.76
Vienna,6.0,2.6,49,private,1,0,1,1,shoulder,0,0.61,26,0,0,1,0,1,5,176,shared,49.38
Amsterdam,5.6,4.1,139,private,2,0,1,1,shoulder,0,0.64,19,0,0,0,1,0,1,149,shared,52.24
Copenhagen,1.4,3.2,90,private,1,0,1,0,shoulder,1,0.74,15,0,0,0,0,1,2,173,private,102.03
Prague,5.6,4.3,246,private,2,1,1,0,low,1,0.31,6,0,0,1,1,0,2,131,shared,43.01
Vienna,7.3,4.6,326,dorm,4,0,1,1,low,0,0.53,22,0,1,1,1,1,5,201,private,18.37
Rome,0.5,3.9,62,private,1,0,1,0,low,1,0.37,10,0,0,1,1,0,2,163,private,75.61
Amsterdam,4.2,2.5,51,private,1,0,1,1,shoulder,0,0.66,5,0,0,1,0,0,4,194,shared,66.55
Dublin,4.4,3.1,10,dorm,4,1,1,1,shoulder,0,0.77,0,1,1,1,0,0,3,154,shared,32.9
Prague,3.6,4.3,139,dorm,4,1,1,0,low,0,0.36,23,1,1,0,1,1,3,209,shared,20.95
Barcelona,4.9,4.8,278,dorm,4,0,1,1,peak,0,0.71,11,0,0,1,1,1,1,141,shared,35.65
Brussels,5.0,3.6,117,dorm,6,0,1,1,low,0,0.56,26,0,0,0,1,0,5,171,shared,18.39
Milan,1.1,3.6,80,private,1,0,1,1,peak,1,0.95,25,1,0,1,1,1,2,193,private,156.16
Milan,1.6,2.8,14,dorm,12,0,1,0,shoulder,1,0.71,0,1,0,1,1,0,2,196,private,32.19
Budapest,7.9,4.6,272,dorm,6,1,1,1,low,1,0.33,19,1,1,1,0,0,4,169,shared,16.75
London,7.1,4.1,270,dorm,10,1,1,1,peak,1,0.89,23,1,1,1,0,1,3,204,shared,24.92
Copenhagen,5.4,4.6,401,dorm,4,1,1,1,low,0,0.48,27,0,0,1,0,0,2,196,shared,19.65
Copenhagen,1.8,2.7,10,dorm,10,0,1,0,shoulder,1,0.68,9,0,1,0,0,0,5,218,private,32.47
Barcelona,2.9,4.3,251,private,1,1,1,1,low,0,0.45,15,1,1,0,1,0,3,176,shared,58.44
Lisbon,3.7,4.6,491,dorm,10,1,1,0,low,1,0.54,23,0,1,1,1,0,3,250,private,19.48
Milan,7.7,4.0,182,private,2,1,1,1,peak,0,0.98,3,1,1,1,0,0,2,173,shared,75.68
Budapest,7.8,4.7,176,private,2,1,1,1,peak,0,0.8,29,0,1,1,1,0,2,108,private,38.3
Milan,7.5,3.7,100,private,2,0,1,0,shoulder,1,0.55,29,0,0,1,0,1,2,114,shared,41.93
Dublin,0.2,3.1,37,dorm,6,1,1,1,peak,1,0.71,3,1,0,1,1,0,2,184,shared,55.47
Barcelona,7.5,4.9,265,dorm,4,1,1,0,peak,0,0.96,30,1,0,1,0,0,4,204,private,30.87
Milan,2.7,3.6,61,private,2,1,1,1,peak,0,0.83,12,1,0,0,1,0,5,109,private,102.81
Madrid,7.2,3.4,92,private,1,1,1,0,shoulder,1,0.63,21,0,0,0,0,0,3,164,private,53.05
Brussels,1.0,4.3,118,dorm,12,1,1,0,shoulder,0,0.6,20,0,0,1,1,0,5,134,private,20.82
Rome,5.2,3.5,125,dorm,4,0,1,1,peak,0,0.95,9,0,0,0,0,0,4,136,shared,33.43
Barcelona,0.2,2.9,73,dorm,4,0,1,0,low,1,0.59,29,0,0,0,0,0,1,228,private,24.19
Lisbon,1.1,3.0,73,private,2,0,1,1,low,1,0.46,14,1,0,1,1,0,4,145,private,56.8
Vienna,3.9,3.7,61,dorm,10,0,1,1,shoulder,1,0.67,6,1,0,0,1,0,2,246,shared,23.06
London,4.2,4.7,449,private,2,1,1,0,low,0,0.47,4,1,1,1,1,0,6,175,private,71.3
Helsinki,4.1,3.6,75,private,2,0,1,0,low,0,0.44,24,0,0,1,0,0,3,200,private,48.05
Stockholm,6.9,2.9,10,dorm,4,1,1,1,peak,1,0.91,19,1,0,0,1,0,4,230,private,37.34
Dublin,6.8,2.6,51,private,1,0,1,1,shoulder,1,0.71,19,0,0,0,0,0,1,161,private,66.2
Athens,0.4,4.9,151,dorm,8,1,1,1,peak,0,0.98,11,1,1,1,1,0,2,219,shared,37.93
London,3.9,4.8,216,private,1,1,1,1,shoulder,0,0.76,5,1,0,1,1,1,6,182,private,83.64
Barcelona,0.3,4.0,92,dorm,8,1,1,0,low,1,0.46,17,0,1,1,1,1,3,193,shared,25.18
London,6.6,4.7,181,private,1,1,1,0,shoulder,0,0.78,2,0,1,1,1,0,1,194,private,83.25
Milan,4.0,3.3,17,private,2,1,1,1,low,0,0.31,18,0,0,1,1,1,3,174,shared,51.75
Warsaw,1.4,3.1,77,dorm,6,0,1,0,peak,1,0.92,10,0,1,0,0,1,3,141,shared,32.9
Athens,7.9,4.1,263,dorm,4,1,1,1,peak,0,0.98,5,1,0,1,1,0,3,167,private,30.86
Warsaw,2.9,4.3,119,dorm,6,0,1,1,peak,0,0.89,21,1,1,1,1,0,2,185,shared,24.71
Barcelona,0.9,4.5,325,dorm,12,1,1,1,peak,1,0.9,22,0,0,1,0,1,4,192,private,35.36
Brussels,3.8,3.2,7,private,1,1,1,0,peak,0,0.83,16,0,0,1,0,0,5,120,private,95.19
London,5.8,4.7,196,private,2,1,1,0,low,0,0.5,17,1,1,1,1,0,3,193,shared,50.78
Copenhagen,6.1,4.3,171,private,2,0,1,1,shoulder,1,0.71,9,0,1,0,1,0,2,184,shared,76.3
Athens,6.2,3.4,38,dorm,12,1,1,1,shoulder,0,0.73,13,0,0,1,1,1,1,227,private,14.03
Madrid,1.3,2.6,86,private,1,0,1,0,low,0,0.31,1,0,1,0,0,0,5,179,private,58.21
London,3.4,2.7,23,dorm,8,0,1,1,peak,1,0.86,27,1,0,1,1,1,4,187,private,26.13
Milan,5.1,4.4,220,private,1,1,1,1,low,0,0.55,22,1,1,1,1,0,2,135,shared,70.4
Vienna,3.2,3.2,36,private,2,0,1,0,peak,0,0.73,7,1,1,0,0,0,3,156,private,83.95
Brussels,0.8,3.2,26,private,1,0,1,0,shoulder,1,0.68,30,0,0,1,1,1,4,122,shared,88.27
Barcelona,1.5,4.4,98,dorm,10,0,1,1,shoulder,0,0.73,24,1,1,1,0,0,5,205,shared,24.67
Copenhagen,5.0,3.6,116,private,2,0,1,1,shoulder,0,0.7,11,0,1,1,1,0,5,143,shared,74.64
Budapest,5.5,3.0,77,private,2,0,1,0,shoulder,0,0.54,10,0,1,0,0,0,4,171,shared,39.46
Athens,0.7,4.0,290,dorm,8,1,1,0,low,1,0.45,3,0,1,1,1,1,3,186,shared,26.75
Oslo,5.0,4.7,451,dorm,6,1,1,0,peak,0,0.89,19,0,1,0,1,0,3,248,private,44.9
Athens,6.1,3.0,5,dorm,4,0,1,0,low,0,0.52,18,0,1,1,1,0,1,244,shared,16.93
London,4.9,3.0,24,private,2,1,1,0,low,1,0.59,18,0,0,0,0,0,6,180,private,55.62
Dublin,5.9,4.0,229,private,1,1,1,0,peak,1,0.96,23,0,0,1,1,0,5,120,private,105.17
Stockholm,2.3,3.8,82,private,2,0,1,0,shoulder,1,0.8,15,0,1,1,0,0,3,158,shared,96.39
Vienna,7.3,4.5,438,private,2,1,1,1,peak,1,1.0,22,1,1,1,1,0,2,188,shared,70.33
Brussels,3.9,2.9,94,private,1,0,1,0,peak,1,0.75,3,1,0,1,1,0,2,122,shared,131.74
Amsterdam,1.4,2.9,66,private,1,0,1,1,low,1,0.4,2,1,0,0,1,0,2,197,shared,101.47
Barcelona,1.0,4.1,133,private,1,1,1,1,peak,0,0.73,9,0,1,1,1,0,1,121,private,120.35
Warsaw,2.5,4.8,475,private,1,1,1,1,peak,1,0.7,30,0,0,1,1,0,5,170,shared,89.98
Athens,0.3,4.8,246,private,2,1,1,1,low,1,0.31,8,1,1,1,0,0,4,140,shared,56.02
Oslo,2.9,3.7,82,dorm,4,1,1,0,low,1,0.35,6,1,1,1,1,1,5,158,private,44.53
Warsaw,6.4,2.8,58,dorm,10,1,1,1,shoulder,0,0.7,9,1,1,0,1,0,5,194,shared,16.85
Berlin,1.3,4.3,108,dorm,4,1,1,1,shoulder,0,0.53,30,0,1,1,1,0,1,186,private,25.0
Brussels,3.3,4.8,331,dorm,10,1,1,0,shoulder,0,0.73,1,0,1,1,1,1,6,188,shared,27.57
Helsinki,7.6,2.6,29,dorm,4,0,1,0,peak,1,1.0,8,1,0,0,1,1,2,165,shared,36.35
Madrid,0.2,3.2,98,private,1,1,1,1,low,1,0.67,11,0,1,0,1,0,5,169,shared,85.37
Budapest,2.7,4.3,252,private,2,0,1,0,peak,0,0.77,29,0,1,1,1,0,6,142,shared,59.72
Stockholm,0.5,3.8,76,private,2,1,1,0,shoulder,1,0.73,26,0,0,1,1,1,1,152,shared,88.54
Vienna,2.1,3.3,92,dorm,4,1,1,0,peak,0,0.82,14,1,0,1,1,0,2,232,private,41.27
Copenhagen,2.7,3.5,58,dorm,8,1,1,1,low,1,0.45,11,0,1,0,1,1,2,220,shared,29.22
Prague,2.9,3.9,49,private,2,1,1,1,low,1,0.6,13,0,0,1,0,0,4,125,private,53.12
Copenhagen,7.0,4.5,426,dorm,12,1,1,1,low,1,0.38,4,1,1,0,1,1,1,189,shared,24.55
Helsinki,3.0,2.7,85,private,1,1,1,0,peak,1,0.86,23,0,0,1,0,1,1,184,private,108.09
Athens,3.4,2.7,95,private,2,0,1,1,low,0,0.34,2,0,1,0,0,0,1,131,shared,43.36
Lisbon,3.2,4.2,219,private,1,1,1,1,peak,1,0.95,2,1,0,0,0,0,4,172,shared,113.95
Prague,3.7,3.2,13,private,2,0,1,0,low,0,0.31,22,1,1,1,0,1,6,169,shared,36.68
Madrid,7.8,4.2,196,dorm,6,1,1,0,shoulder,0,0.6,12,1,1,1,0,1,3,207,private,16.59
Milan,2.7,3.9,111,private,2,0,1,0,shoulder,0,0.53,24,1,0,0,0,0,3,116,private,60.22
Paris,2.1,4.3,132,dorm,4,1,1,0,low,0,0.68,14,1,1,1,1,0,6,138,shared,31.42
Stockholm,7.7,3.5,98,private,1,0,1,0,shoulder,1,0.5,25,1,0,0,1,0,6,116,shared,70.84
Vienna,5.6,3.9,140,private,2,1,1,1,shoulder,0,0.71,0,0,1,1,0,0,6,162,private,67.92
Berlin,0.4,3.8,149,private,2,1,1,0,shoulder,0,0.51,2,0,1,1,1,1,5,182,shared,61.03
Paris,1.1,3.2,75,dorm,8,1,1,0,shoulder,1,0.68,30,1,0,1,1,0,4,234,private,30.84
Rome,2.4,3.2,53,private,1,0,1,1,low,1,0.61,30,0,1,1,1,0,6,181,private,65.29
Rome,5.5,3.9,120,dorm,8,1,1,0,low,1,0.47,7,1,1,1,1,0,2,196,shared,26.06
Vienna,6.9,3.4,83,dorm,8,0,1,1,shoulder,0,0.57,13,0,0,0,1,0,6,171,shared,15.77
Barcelona,4.9,3.2,98,private,2,1,1,1,low,0,0.66,25,0,1,0,1,1,3,158,private,43.42
Paris,2.0,3.0,58,private,1,0,1,1,peak,1,0.99,14,0,1,0,1,0,6,114,private,153.05
Copenhagen,1.4,4.0,141,private,1,1,1,0,peak,1,0.97,21,0,0,1,1,0,6,138,private,176.92
Milan,0.6,4.1,221,dorm,8,1,1,0,low,0,0.64,24,1,1,0,0,0,5,224,private,24.4
Copenhagen,2.7,3.8,93,dorm,12,1,1,1,shoulder,1,0.59,19,0,1,1,0,0,6,239,private,27.98
Madrid,3.1,3.7,121,private,2,1,1,1,low,0,0.38,0,1,1,1,1,0,1,117,shared,48.64
Warsaw,6.8,3.6,41,dorm,10,0,1,1,low,1,0.63,26,1,0,1,1,1,2,127,private,13.67
Barcelona,7.4,2.7,53,dorm,12,0,1,1,low,1,0.56,4,1,0,0,0,0,5,230,private,13.62
Warsaw,0.3,4.5,389,private,1,1,1,1,shoulder,1,0.51,0,1,1,1,1,0,4,189,shared,101.07
Stockholm,3.3,4.5,482,private,2,1,1,1,peak,1,0.73,27,1,0,1,0,0,1,129,private,95.3
Prague,2.4,4.1,299,dorm,12,1,1,0,low,1,0.36,2,1,1,1,1,1,4,231,private,23.87
Rome,5.8,3.2,33,private,1,0,1,1,shoulder,0,0.57,16,0,0,1,1,0,2,188,shared,46.65
Stockholm,2.8,4.0,295,dorm,6,0,1,1,peak,1,0.82,4,1,1,1,1,1,4,159,shared,59.01
Rome,3.1,3.8,73,dorm,4,0,1,1,shoulder,0,0.74,2,1,1,1,1,0,5,187,private,34.98
Lisbon,1.1,4.9,234,private,1,1,1,1,shoulder,0,0.78,3,1,0,1,0,1,3,116,shared,98.58
Prague,6.4,2.6,22,dorm,8,0,1,0,low,0,0.53,3,0,1,1,0,0,3,131,private,11.77
Barcelona,1.6,4.3,109,dorm,4,1,1,0,peak,1,0.78,13,1,0,1,0,0,1,218,shared,55.13
Helsinki,4.4,3.6,113,private,2,0,1,1,low,0,0.36,19,1,1,1,0,1,1,134,private,45.85
Milan,4.2,3.1,6,private,2,0,1,0,peak,1,0.78,20,0,1,0,1,0,1,160,shared,97.04
Rome,4.9,3.5,66,private,2,1,1,1,low,0,0.43,30,1,0,1,1,0,6,200,private,41.09
Helsinki,6.6,2.7,94,dorm,10,0,1,0,low,1,0.33,23,1,0,0,0,0,4,237,shared,14.69
Paris,0.5,3.8,72,dorm,12,1,1,1,peak,1,0.72,18,1,0,1,1,0,6,125,private,34.96
Amsterdam,5.8,2.8,10,private,1,0,1,0,peak,1,0.94,21,0,0,1,0,0,5,130,shared,92.56
Oslo,0.7,4.1,147,dorm,12,1,1,1,peak,1,0.91,11,1,1,1,0,1,5,198,shared,59.13
Stockholm,3.9,4.2,200,private,2,0,1,0,peak,0,0.71,29,0,0,1,1,0,5,190,shared,77.63
Prague,5.9,4.6,386,private,1,1,1,1,peak,1,0.99,28,0,0,0,1,0,4,145,private,78.09
Budapest,2.0,4.2,195,dorm,4,0,1,1,peak,0,0.94,8,1,0,1,1,0,6,236,shared,38.47
Amsterdam,3.5,4.7,269,dorm,10,0,1,1,low,0,0.5,19,1,1,1,1,0,6,226,shared,22.5
Vienna,6.5,4.9,408,private,1,1,1,1,low,0,0.44,24,0,0,0,1,0,3,171,shared,44.97
Oslo,2.2,4.3,293,dorm,6,1,1,1,peak,1,0.78,28,0,0,0,1,1,1,167,private,51.6
Lisbon,7.1,3.7,134,dorm,4,1,1,1,low,0,0.66,6,0,0,1,1,0,4,141,shared,18.4
Prague,6.8,2.9,91,dorm,6,1,1,1,shoulder,1,0.8,5,1,0,1,0,0,2,215,shared,24.3
Amsterdam,6.8,4.6,336,private,1,1,1,1,low,1,0.42,17,0,0,1,1,0,3,188,shared,66.45
Paris,5.3,2.7,47,private,2,1,1,0,low,1,0.63,24,1,0,1,1,1,2,111,private,55.95
Madrid,3.7,3.6,81,private,1,0,1,1,shoulder,1,0.71,7,1,0,0,0,0,5,150,private,73.08
